"","people","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","label"
"1",1,-0.109372517746297,0.133785058853727,-0.268832283195216,-0.244126764892346,-0.0295692154682965,-0.155899899798366,-0.13157543394892,-0.224280894636658,0.0722811998912771,-0.00108500591139053,-0.178204815794405,-0.105845795365383,-0.193049879581346,-0.159821154782967,"0"
"2",2,-0.330586725133941,-0.141054704984381,0.192261748137807,-0.215428848554104,-0.10294691279447,-0.161840588561529,-0.079043730008573,-0.142543556382689,-0.20943240432771,-0.229824150134286,-0.243344059441852,-0.454400693096628,0.0933452144976518,0.0531313850859232,"0"
"3",3,0.130181301353376,0.454953130730192,0.405053703452611,0.278900402393818,0.139690816067183,-0.024371066839104,-0.214815000633052,-0.326392808598281,-0.0838148939721046,-0.161373052733574,-0.231696013225342,0.405861813633973,-0.263099208268608,-0.126006080887863,"0"
"4",4,0.0705495755204408,-0.124597400002392,-0.18406956838554,-0.284765221576444,0.133303815182668,-0.104148708826931,0.167801131275206,0.099737845382228,-0.153123148436525,-0.101957260536255,-0.168508170369847,0.053266254591937,0.195825732029417,0.135152769701984,"0"
"5",5,0.261893715159167,0.0326177897424058,0.135640242748825,0.138975859690926,0.0794112814262757,0.0633807129148868,-0.408587723828449,-0.40617535982469,0.171975387455045,0.186646796001712,-0.157115577276513,0.103055982900198,-0.149399319882922,-0.0567914139287247,"0"
"6",6,-0.292201447937555,0.140797162918913,-0.35595517679217,-0.360315989289583,0.148759240209384,0.00895314937753329,-0.171201216790582,-0.299980185910392,0.0563119540176709,0.040574966938743,-0.286582753047988,-0.0530477202383673,0.184430830118502,0.174676552536529,"0"
"7",7,-0.150638370599539,-0.319101860606376,-0.0788564245350552,-0.211879507715899,-0.0437718118561422,-0.187748629709073,-0.155084045440725,-0.285805085534524,0.0570594725544024,0.0408386905462118,-0.162791838223786,-0.442040771840877,0.245385880621639,0.0929431027325953,"0"
"8",8,-0.00802485229917937,0.155669960364057,-0.057481942296405,-0.19906913583771,0.144792700089995,0.0433359189132618,-0.147606938068892,-0.226203406497701,-0.193832187369402,-0.251871476055154,-0.396527607594884,-0.541278837671226,0.251920820772,0.391899598976942,"0"
"9",9,0.0160961435319048,0.073662735987631,-0.0675934034965635,-0.0116600971789534,-0.0167458849985812,-0.237131099113048,-0.520375752645912,-0.55416490331513,-0.070196806093261,-0.0734532443132045,-0.451742470315698,-0.0658805834618766,0.269829917349609,0.350965715523316,"0"
"10",10,-0.247878966542518,0.245998101005441,0.137482493252734,0.173345364297841,0.386232437703718,0.30273103309059,0.0136768532548756,-0.054472939704891,0.186407729136123,0.115119347503172,-0.0587666476891583,0.329161437405404,0.300818267430607,0.297001759599351,"0"
"11",11,-0.110968769385531,0.402256500296977,0.301207681489834,0.260540933886004,0.375601059836954,0.24221912946157,0.0098833358770429,0.16901115054952,0.345343975905017,0.257973233825755,-0.143449972952484,-0.118947934075682,-0.062675959906686,0.0243494927270896,"0"
"12",12,-0.310231892277171,-0.155725267895026,-0.0440234166032991,0.0426666690304761,0.00572314470704632,-0.106104241080797,-0.218341649905013,-0.228166073648582,0.253453344562144,0.220618458006589,-0.155912315883207,-0.036401639717851,-0.344627319106653,-0.321588118981558,"0"
"13",13,0.123344714393374,-0.358386135550334,-0.556971873419962,-0.550519457626436,-0.337931746570526,-0.403489655855565,-0.5691130605509,-0.652731793412138,-0.513321365609308,-0.433053496954193,-0.445827175225005,-0.139226989493941,0.384410651790199,0.394754856737589,"0"
"14",14,-0.268769538991989,-0.0817307546334519,0.198749597151687,0.451320331264519,-0.206609110395412,-0.120034460210371,-0.336073208215641,-0.305606598497853,-0.241141394046353,0.00641437708900392,-0.297886194849601,-0.271775264745018,0.216396590370095,0.108877392365266,"0"
"15",15,-0.620880834163344,-0.0130355862805944,0.177557486062779,-0.0696189217744782,0.158970057078869,0.132923049290006,0.0477579956089898,0.0248581479087333,-0.421420629858594,-0.356253709532926,-0.572181858166868,0.383076529907284,-0.565985810247694,-0.553156605537141,"0"
"16",16,0.189970221957792,0.227596611792803,0.0573887182895064,0.256783825735047,0.573176764948626,0.555748018298469,0.0500443578567082,0.141499553493216,0.521992695633665,0.53328654729874,-0.0168811658231958,0.214880497501698,-0.0427048830006385,-0.140424560280525,"0"
"17",17,-0.203564135143967,-0.140128401565016,-0.164622547298078,-0.0422477365871453,0.319112551219007,0.151196838113815,0.0694256442035242,-0.267676497105781,0.158585454926926,0.17970435128731,-0.338489972710693,0.032342448052166,-0.0486479266398243,0.126146849850156,"0"
"18",18,-0.127578445841761,0.0738183858547803,-0.0324186365184811,-0.00876719650519049,0.137761205047042,0.0362428875527578,-0.253264774303035,-0.175986688933152,0.115487852654281,0.110122065506148,-0.285043192720289,-0.0793087381551777,0.452683323920329,0.369174624461676,"0"
"19",19,-0.113551818512351,0.567433810818077,-0.195738406188332,0.0965704201515238,0.0273606880546067,0.0397054404488338,0.108951343106044,-0.125281093277689,-0.112153437114445,-0.113730875036352,-0.229105428721352,-0.177028146065268,-0.179784325542463,-0.0434186361927063,"0"
"20",20,0.0764957212289355,-0.219903859545892,-0.374759165716948,-0.26422663466141,0.0803174485556235,-0.150004330927908,-0.222036414355177,-0.450143686560048,-0.0197112191084429,-0.166385568618755,-0.153985538566573,-0.0565159531785713,0.111834441222886,0.105426919391386,"0"
"21",21,-0.112314307426698,-0.0347931031343174,0.176731663607158,0.0619592544307837,0.0170719493503872,0.00316783552166352,-0.196671395816645,-0.245176850778354,0.0117672153643955,0.122425532284224,-0.150171946158769,-0.361690405088924,0.177035479268251,0.0781582460623859,"0"
"22",22,0.509464329676122,-0.0613118780589174,0.344783214327962,0.161701074878103,-0.120429197797581,-0.204944353861191,-0.419083501921383,-0.444880826213651,-0.0862512912035605,-0.110540318202787,-0.337869551357933,-0.0287078512831889,0.191422063445939,0.320727731722667,"0"
"23",23,0.115572347456828,0.0178245607018364,-0.378272635971446,-0.64116400902473,-0.108608624334877,-0.173059186992319,-0.239061150727636,-0.250042237227518,-0.171972951161503,-0.0773367397662194,-0.255406792789957,-0.510654293327327,-0.149440806469727,-0.09507626953266,"0"
"24",24,0.0591039353699614,-0.0335025145793358,-0.093984192501759,-0.136843388356076,-0.0463170358628279,-0.229193165554829,-0.127757904021855,-0.302142297539395,0.291463793907246,0.445887021670569,-0.188562989489129,0.154324643680111,-0.383018598398141,-0.211234873429715,"0"
"25",25,0.169204993957491,0.313274091551213,0.123337105295535,0.134091098365565,0.582013052782494,0.478405303885379,-0.0474220401922182,-0.0707211854971576,0.376245863991808,0.308589143071997,-0.163862818754417,0.288814282892962,0.297587107928658,0.317490819000649,"0"
"26",26,-0.173101980388108,-0.0478156193103016,0.193457158022288,0.136396703588944,0.155602781441068,0.0752052059927788,-0.321487413596093,-0.443123012394254,0.0344202867130643,0.0853864177937285,-0.34301283334114,-0.166884151665345,0.0500098275056192,-0.0387562925452336,"0"
"27",27,-0.310879688938577,0.130965847850893,0.0965846606075819,0.183214575853039,0.10294273047871,-0.0330659304114871,0.0650971018565412,-0.01687106230729,-0.00665708362813791,-0.0497344896434466,-0.0217270332467192,-0.162989018727776,0.106020946438122,0.036496578253059,"0"
"28",28,0.0611762343875636,-0.112452754484824,0.217135006366657,-0.144732339683977,-0.370675313831338,-0.345047117684187,-0.434678393486761,-0.389528550391284,-0.409197870843758,-0.391138285321889,-0.486932611472311,0.0019458498044955,0.164293657764298,0.192665558765653,"0"
"29",29,-0.251248460712231,0.289154792470736,-0.225884386003067,0.612841239830076,0.59455667419041,0.171085057593759,0.479628311278156,0.0287014866069548,0.0256527644344156,0.0296939692837408,0.0172561690705171,-0.0944420947649999,-0.313603155546727,-0.32055656135778,"0"
"30",30,0.245243746857397,0.497599172189295,0.219263845718177,0.197765429528729,-0.444252456423389,-0.453964772823886,-0.417599802841903,-0.572834508050209,-0.0852310395598579,0.0820439228592487,-0.410955047361328,-0.204104928197977,-0.325039991913157,-0.370634363945853,"0"
"31",31,0.178268099718793,0.235006533789286,0.250112783950288,0.0124121284245782,0.151815467955899,0.286480286073217,-0.179876166626747,-0.16417450668521,-0.219252416633334,-0.050833257555242,-0.324488482126502,0.118787878994324,0.0699847866375216,0.187586574790928,"0"
"32",32,-0.14272870939653,-0.12402392255529,0.0150194680584858,0.0928839163639715,-0.349268084797008,-0.344201210231444,-0.232650321732765,-0.318468425872336,-0.106913314997924,-0.0252442175844969,-0.250110202592034,0.207699224244514,0.0801319988983734,0.0338641135291599,"0"
"33",33,-0.35734998211577,0.167868686477099,0.0899014563100173,-0.142374401479033,0.118991970979037,0.109359201825433,-0.0177083311456579,-0.133257360317573,0.110713779078475,0.238692829606821,-0.0555805269267682,0.386275977458419,0.127519783913548,0.23529851490621,"0"
"34",34,-0.0530995843760631,0.429680378187076,0.238409151237712,0.151461159676409,0.0497347628376355,0.0605762228024652,-0.421773771544036,-0.380785235439269,-0.0894995483628295,-0.103337787517681,-0.376544155118343,0.0402392772837647,0.116156656224261,0.213983926431119,"0"
"35",35,0.228086816193235,-0.182632459765783,-0.264356386497394,-0.17118676307518,-0.2615931458189,-0.266878626678325,-0.451409961346639,-0.546778789647181,-0.271691221971441,-0.288895390547688,-0.512085973760564,-0.372248231454926,0.0781149856810783,0.186652989960754,"0"
"36",36,-0.180787627860727,0.226172719104943,-0.400416822038493,-0.277691328135704,0.232235787982112,-0.00881229108688741,-0.360226960476085,-0.383027377379648,0.323647785018934,0.233485041827342,-0.193548765468082,-0.418353364541032,-0.186906304003259,-0.281108708860318,"0"
"37",37,-0.0668876853602286,-0.141396849851127,0.0432554882909668,-0.0523302735763252,-0.125235827600235,-0.0485946825417696,-0.243101458324128,-0.359767478926955,-0.534968914023753,-0.434565913067057,-0.579593891432298,-0.145696309177182,0.314412885309918,0.301408462452008,"0"
"38",38,0.0317646405707565,-0.0342331108108768,-0.306532921576938,-0.11710981217125,0.181115016626772,0.0982782712457826,-0.70364820756396,-0.599786197580917,0.200513608768017,0.252356743593932,-0.309441613333634,-0.0177617932546182,-0.0973908101423154,-0.00447264762015686,"0"
"39",39,0.0337300683899767,0.217862924735356,0.118463825282589,0.0455856046723237,0.0441122659705606,-0.120731995995569,-0.5419928893708,-0.631605537030041,0.132143265876781,0.175195341915845,-0.369847813190884,-0.279627511648227,0.299566195195171,0.226186591003845,"0"
"40",40,0.257675323334133,0.0289998360771884,-0.403178140336401,-0.58298027550888,0.268976286198076,0.186223576171407,-0.116180419952597,-0.234397039926462,0.188957148545088,0.173805434800496,-0.104788400397057,-0.0777330100308804,0.49183228836177,0.548942193181038,"0"
"41",41,-0.311808907924029,0.0848589777106057,-0.0993332605644667,-0.111855628750713,0.21987808151295,-0.0525623025427554,-0.266844845847596,-0.359038528102453,0.195847997294668,0.293084721313289,0.206855642820139,-0.406144667750186,-0.0994354293427664,-0.0613453467324137,"0"
